OriginalName,DatabaseName,Participant,SessionID,Timestamp,VideoTime,Value
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256308080,70641,-25
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256309095,71655,-17
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256310114,72674,-11
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256316112,78672,-6
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256317128,79688,1
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256319024,81583,8
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256320028,82589,22
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256321044,83604,28
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256328229,90789,21
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256329246,91806,14
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256330262,92823,5
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256332629,95189,-2
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256338745,101305,3
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256339764,102323,4
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256340779,103339,-18
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256341796,104357,-25
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256342812,105371,-40
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256346128,108688,-47
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256348113,110673,-40
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256351248,113808,-32
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256353329,115889,-22
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256357313,119874,-13
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256361045,123605,-6
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256362062,124622,15
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256363128,125688,14
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256364179,126738,-1
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256369646,132205,-7
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256371198,133758,-19
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256373295,135855,-25
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256375046,137606,-19
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256376128,138688,-10
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256377145,139705,-4
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256406245,168805,-11
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256407362,169922,-18
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256408379,170938,-9
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256409394,171954,-3
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256416411,178970,-11
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256417479,180039,-26
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256418495,181055,-13
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256419511,182071,-6
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256423445,186005,-15
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256424462,187022,-23
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256428311,190871,-15
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256429328,191888,-9
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256430330,192889,-8
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256440910,203470,-3
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256447245,209805,-10
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256448346,210905,-18
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256449545,212105,-9
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256451562,214122,5
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256450562,213121,3
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256452578,215137,-2
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256453662,216222,-9
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256455030,217589,-16
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256458097,220657,-24
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256459111,221671,-30
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256460129,222688,-37
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256461133,223692,-45
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256462144,224703,-52
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256463161,225720,-46
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256464161,226721,-37
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256465177,227736,-29
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256466277,228836,-22
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256468045,230604,-30
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256470645,233205,-21
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256471663,234223,-27
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256472677,235237,-35
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256473679,236238,-42
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256474695,237254,-49
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256478628,241187,-41
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256480261,242820,-49
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256481277,243836,-55
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256482362,244921,-61
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256483728,246287,-51
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256485428,247987,-45
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256487761,250320,-35
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256490028,252587,-27
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256493845,256404,-18
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256495229,257789,-11
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256496928,259487,-5
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256498895,261454,-12
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256502361,264920,-20
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256505027,267586,-27
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256508111,270670,-33
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256509728,272288,-39
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256511761,274320,-30
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256513912,276471,-18
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256515028,277588,-9
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256517146,279705,2
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256520360,282919,11
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256521462,284021,0
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256522662,285221,-6
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256523677,286236,-12
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256526829,289388,-20
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256529178,291737,-26
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256530878,293435,-34
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256531877,294436,-26
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256532896,295454,-20
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256535711,298270,-11
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256539545,302104,-5
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256546728,309286,-12
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256547744,310302,-20
Kqbm2YkMP0Q,B888D9C6-F787-6768-87C5-AF2C5E2D3056-1,1E6C8152-D435-B496-0E77-28151E11F7AC,1654D688-9A50-18B6-18FA-72DECDCCCC1F,1599256548810,311369,-26
